date,team,name,status
2008-06-17, Celtics, • Brian Scalabrine, placed on IL
2008-06-17, Celtics, • Kendrick Perkins, activated from IL
2008-10-28, Blazers, • Martell Webster, placed on IL with left foot injury
2008-10-28, Blazers, • Raef LaFrentz, placed on IL with right shoulder injury
2008-10-28, Blazers, • Shavlik Randolph, placed on IL
2008-10-28, Bucks, • Austin Croshere, placed on IL
2008-10-28, Bucks, • Damon Jones, placed on IL
2008-10-28, Bucks, • Ramon Sessions, placed on IL
2008-10-28, Bulls, • Larry Hughes, placed on IL with dislocated right shoulder
2008-10-28, Bulls, • Michael Ruffin, placed on IL with ankle injury
2008-10-28, Cavaliers, • Darnell Jackson, placed on IL with fractured left wrist
2008-10-28, Cavaliers, • Eric Snow, placed on IL with left knee injury
2008-10-28, Cavaliers, • Jawad Williams, placed on IL
2008-10-28, Celtics, • Bill Walker, placed on IL
2008-10-28, Celtics, • J.R. Giddens, placed on IL
2008-10-28, Celtics, • Sam Cassell, placed on IL
2008-10-28, Heat, • Jamaal Magloire, placed on IL with fractured left hand
2008-10-28, Lakers, • Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga, placed on IL
2008-10-28, Lakers, • Sun Yue, placed on IL
2008-10-29, 76ers, • Jason Smith, placed on IL recovering from surgery on left knee to repair torn ACL
2008-10-29, 76ers, • Marreese Speights, placed on IL
2008-10-29, Clippers, • DeAndre Jordan, placed on IL
2008-10-29, Clippers, • Marcus Camby, placed on IL with bruised right heel
2008-10-29, Grizzlies, • Antoine Walker, placed on IL
2008-10-29, Grizzlies, • Marko Jaric, placed on IL with fractured nose
2008-10-29, Hawks, • Craig Claxton / Speedy Claxton, placed on IL with hamstring injury
2008-10-29, Hawks, • Othello Hunter, placed on IL
2008-10-29, Hawks, • Thomas Gardner, placed on IL
2008-10-29, Hornets, • Julian Wright, placed on IL with sprained right ankle
2008-10-29, Hornets, • Sean Marks, placed on IL with strained calf
2008-10-29, Jazz, • Deron Williams, placed on IL with sprained left ankle
2008-10-29, Jazz, • Kyrylo Fesenko, placed on IL
2008-10-29, Jazz, • Matt Harpring, placed on IL recovering from surgery on right ankle to remove 2 bone spurs
2008-10-29, Kings, • Donte Greene, placed on IL
2008-10-29, Kings, • Francisco Garcia, placed on IL with strained right calf
2008-10-29, Magic, • Adonal Foyle, placed on IL
2008-10-29, Magic, • Jeremy Richardson, placed on IL
2008-10-29, Magic, • Mike Wilks, placed on IL with torn ACL in right knee
2008-10-29, Nets, • Eduardo Najera, placed on IL with sore left wrist
2008-10-29, Nets, • Stromile Swift, placed on IL with sore back
2008-10-29, Nets, • Trenton Hassell, placed on IL
2008-10-29, Nuggets, • Chucky Atkins, placed on IL with surgery on right knee
2008-10-29, Nuggets, • Sonny Weems, placed on IL with strained left groin
2008-10-29, Nuggets, • Steven Hunter, placed on IL with right knee inflammation
2008-10-29, Pacers, • Mike Dunleavy Jr., placed on IL with sore right knee
2008-10-29, Pacers, • Travis Diener, placed on IL with sore left foot
2008-10-29, Pistons, • Alex Acker, placed on IL
2008-10-29, Pistons, • Cheikh Samb, placed on IL
2008-10-29, Pistons, • Walter Sharpe, placed on IL with bruised left knee
2008-10-29, Raptors, • Nathan Jawai, placed on IL with heart problem
2008-10-29, Rockets, • Shane Battier, placed on IL with left foot imflammation
2008-10-29, Rockets, • Steve Francis, placed on IL with surgery on knee
2008-10-29, Spurs, • Emanuel Ginobili / Manu Ginobili, placed on IL recovering from arthroscopic surgery on left ankle
2008-10-29, Spurs, • Ian Mahinmi, placed on IL with sore right ankle
2008-10-29, Suns, • Alando Tucker, placed on IL with hamstring injury
2008-10-29, Thunder, • D.J. White, placed on IL recovering from surgery on jaw to remove benign growth
2008-10-29, Thunder, • John Lucas III, placed on IL
2008-10-29, Thunder, • Mouhamed Sene / Saer Sene, placed on IL recovering from microfracture surgery on right knee
2008-10-29, Timberwolves, • Brian Cardinal, placed on IL
2008-10-29, Timberwolves, • Calvin Booth, placed on IL
2008-10-29, Timberwolves, • Jason Collins, placed on IL recovering from surgery on right elbow to repair ruptured triceps tendon
2008-10-29, Warriors, • Anthony Morrow, placed on IL
2008-10-29, Warriors, • Monta Ellis, placed on IL recovering from surgery on left ankle
2008-10-29, Warriors, • Richard Hendrix, placed on IL
2008-10-29, Wizards, • Brendan Haywood, placed on IL recovering from surgery on right wrist to repair torn ligament
2008-10-29, Wizards, • Gilbert Arenas, placed on IL recovering from arthroscopic surgery on left knee
2008-10-29, Wizards, • Oleksiy Pecherov, placed on IL
2008-10-30, Bobcats, • Andre Brown, placed on IL
2008-10-30, Bobcats, • Ryan Hollins, placed on IL
2008-10-30, Bobcats, • Shannon Brown, placed on IL
2008-10-30, Hornets, • Tyson Chandler, placed on IL with sprained right ankle
2008-10-30, Hornets, • Julian Wright, activated from IL
2008-10-30, Mavericks, • Devean George, placed on IL with bone chip in left hand
2008-10-30, Mavericks, • Shawne Williams, placed on IL
2008-10-31, 76ers, • Theo Ratliff, placed on IL
2008-10-31, 76ers, • Marreese Speights, activated from IL
2008-10-31, Blazers, • Greg Oden, placed on IL with mid-lateral foot sprain
2008-10-31, Blazers, • Shavlik Randolph, activated from IL
2008-10-31, Grizzlies, • Javaris Crittenton, placed on IL
2008-10-31, Grizzlies, • Marko Jaric, activated from IL
2008-10-31, Heat, • Chris Quinn, placed on IL
2008-10-31, Heat, • Joel Anthony, activated from IL
2008-10-31, Kings, • Kenny Thomas, placed on IL
2008-10-31, Kings, • Donte Greene, activated from IL
2008-10-31, Knicks, • Anthony Roberson, activated from IL
2008-11-01, 76ers, • Donyell Marshall, placed on IL
2008-11-01, 76ers, • Theo Ratliff, activated from IL
2008-11-01, Bobcats, • Linton Johnson III, placed on IL
2008-11-01, Bobcats, • Sean May, placed on IL with sore back
2008-11-01, Bobcats, • Andre Brown, activated from IL
2008-11-01, Bobcats, • Shannon Brown, activated from IL
2008-11-01, Bucks, • Luke Ridnour, placed on IL with sore back
2008-11-01, Bucks, • Ramon Sessions, activated from IL
2008-11-01, Clippers, • Baron Davis, placed on IL with sore left hip
2008-11-01, Clippers, • DeAndre Jordan, activated from IL
2008-11-01, Heat, • Shaun Livingston, placed on IL
2008-11-01, Heat, • Chris Quinn, activated from IL
2008-11-01, Jazz, • Jarron Collins, placed on IL with right elbow tendinitis
2008-11-01, Jazz, • Kyrylo Fesenko, activated from IL
2008-11-01, Kings, • Donte Greene, placed on IL
2008-11-01, Kings, • Kenny Thomas, activated from IL
2008-11-01, Nets, • Maurice Ager, placed on IL
2008-11-01, Nets, • Eduardo Najera, activated from IL
2008-11-01, Timberwolves, • Mark Madsen, placed on IL
2008-11-01, Timberwolves, • Brian Cardinal, activated from IL
2008-11-02, Knicks, • Eddy Curry, placed on IL with sore right knee
2008-11-02, Knicks, • Jerome James, activated from IL
2008-11-03, 76ers, • Theo Ratliff, placed on IL
2008-11-03, 76ers, • Donyell Marshall, activated from IL
2008-11-03, Clippers, • DeAndre Jordan, placed on IL
2008-11-03, Clippers, • Steve Novak, placed on IL
2008-11-03, Clippers, • Baron Davis, activated from IL
2008-11-03, Clippers, • Marcus Camby, activated from IL
2008-11-03, Pistons, • Alex Acker, activated from IL
2008-11-03, Pistons, • Walter Sharpe, activated from IL
2008-11-03, Pistons, • Allen Iverson, placed on IL
2008-11-04, Celtics, • Patrick O'Bryant, placed on IL
2008-11-04, Celtics, • Bill Walker, activated from IL
2008-11-05, Bobcats, • Andre Brown, placed on IL
2008-11-05, Bobcats, • Linton Johnson III, activated from IL
2008-11-05, Bucks, • Michael Redd, placed on IL with sprained right ankle
2008-11-05, Bucks, • Luke Ridnour, activated from IL
2008-11-05, Grizzlies, • Hamed Haddadi, placed on IL
2008-11-05, Grizzlies, • Javaris Crittenton, activated from IL
2008-11-05, Heat, • Dorell Wright, placed on IL with Achilles tendon injury
2008-11-05, Heat, • Shaun Livingston, placed on IL with knee injury
2008-11-05, Hornets, • Melvin Ely, placed on IL
2008-11-05, Hornets, • Tyson Chandler, activated from IL
2008-11-05, Kings, • Kenny Thomas, placed on IL
2008-11-05, Kings, • Donte Greene, activated from IL
2008-11-05, Nuggets, • Antonio McDyess, placed on IL
2008-11-05, Nuggets, • Chauncey Billups, placed on IL
2008-11-05, Nuggets, • Chucky Atkins, activated from IL
2008-11-05, Nuggets, • Sonny Weems, activated from IL
2008-11-05, Pacers, • Radoslav Nesterovic / Rasho Nesterovic, placed on IL with sprained right ankle
2008-11-05, Pacers, • Travis Diener, activated from IL
2008-11-05, Thunder, • Steven Hill, placed on IL
2008-11-05, Timberwolves, • Brian Cardinal, placed on IL
2008-11-05, Timberwolves, • Jason Collins, activated from IL
2008-11-05, Warriors, • Corey Maggette, placed on IL with hamstring injury
2008-11-05, Warriors, • Marcus Williams (D.), placed on IL
2008-11-05, Warriors, • Anthony Morrow, activated from IL
2008-11-05, Wizards, • Etan Thomas, placed on IL with sprained ankle
2008-11-05, Wizards, • Oleksiy Pecherov, activated from IL
2008-11-07, Bobcats, • Linton Johnson III, placed on IL
2008-11-07, Bobcats, • Andre Brown, activated from IL
2008-11-07, Clippers, • Ricky Davis, placed on IL
2008-11-07, Clippers, • Steve Novak, activated from IL
2008-11-07, Heat, • Marcus Banks, placed on IL
2008-11-07, Kings, • Quincy Douby, placed on IL with right ankle injury
2008-11-07, Kings, • Kenny Thomas, activated from IL
2008-11-07, Nets, • Chris Douglas-Roberts, placed on IL with sprained MCL in right knee
2008-11-07, Nets, • Maurice Ager, activated from IL
2008-11-07, Nuggets, • Sonny Weems, placed on IL
2008-11-07, Nuggets, • Chauncey Billups, activated from IL
2008-11-07, Pistons, • Walter Sharpe, placed on IL
2008-11-07, Pistons, • Allen Iverson, activated from IL
2008-11-07, Spurs, • Jacque Vaughn, placed on IL
2008-11-07, Suns, • Shaquille O'Neal, placed on IL for rest
2008-11-07, Timberwolves, • Jason Collins, placed on IL
2008-11-07, Timberwolves, • Brian Cardinal, activated from IL
2008-11-07, Warriors, • Al Harrington, placed on IL with sore back
2008-11-07, Warriors, • Marcus Williams (D.), activated from IL
2008-11-07, Wizards, • Oleksiy Pecherov, placed on IL
2008-11-07, Wizards, • Etan Thomas, activated from IL
2008-11-07, Heat, • Dorell Wright, activated from IL
2008-11-08, Nets, • Devin Harris, placed on IL with sprained left ankle
2008-11-08, Nets, • Trenton Hassell, activated from IL
2008-11-08, Suns, • Shaquille O'Neal, activated from IL
2008-11-08, Timberwolves, • Brian Cardinal, placed on IL
2008-11-08, Timberwolves, • Mark Madsen, activated from IL
2008-11-08, Wizards, • Antonio Daniels, placed on IL with sore right knee
2008-11-08, Wizards, • Oleksiy Pecherov, activated from IL
2008-11-09, Clippers, • Tim Thomas, placed on IL with sprained left ankle
2008-11-09, Clippers, • Ricky Davis, activated from IL
2008-11-09, Hawks, • Josh Smith, placed on IL with high left ankle sprain
2008-11-09, Hawks, • Othello Hunter, activated from IL
2008-11-09, Mavericks, • Josh Howard, placed on IL with sprained left wrist
2008-11-09, Mavericks, • Shawne Williams, activated from IL
2008-11-10, Thunder, • Chris Wilcox, placed on IL with sprained right knee
2008-11-10, Thunder, • Mouhamed Sene / Saer Sene, activated from IL
2008-11-11, Bobcats, • Andre Brown, placed on IL
2008-11-11, Bobcats, • Sean May, activated from IL
2008-11-11, Bucks, • Tyronn Lue, placed on IL
2008-11-11, Bucks, • Austin Croshere, activated from IL
2008-11-11, Bulls, • Kirk Hinrich, placed on IL recovering from surgery on right thumb to repair torn ligaments
2008-11-11, Jazz, • Deron Williams, activated from IL
2008-11-11, Kings, • Kevin Martin, placed on IL with sprained left ankle
2008-11-11, Kings, • Quincy Douby, activated from IL
2008-11-11, Knicks, • Danilo Gallinari, placed on IL with sore back
2008-11-11, Knicks, • Eddy Curry, activated from IL
2008-11-11, Nuggets, • Chris Andersen, placed on IL with broken ribs
2008-11-11, Pistons, • Rodney Stuckey, placed on IL with dizziness
2008-11-11, Pistons, • Walter Sharpe, activated from IL
2008-11-11, Spurs, • (William) Tony Parker, placed on IL with sprained left ankle
2008-11-11, Spurs, • Jacque Vaughn, activated from IL
2008-11-11, Nuggets, • Sonny Weems, activated from IL
2008-11-12, Blazers, • Shavlik Randolph, placed on IL
2008-11-12, Blazers, • Greg Oden, activated from IL
2008-11-12, Bucks, • Austin Croshere, placed on IL
2008-11-12, Bucks, • Tyronn Lue, activated from IL
2008-11-12, Clippers, • Steve Novak, placed on IL
2008-11-12, Clippers, • Tim Thomas, activated from IL
2008-11-12, Heat, • Dorell Wright, placed on IL with left knee injury
2008-11-12, Heat, • Marcus Banks, activated from IL
2008-11-12, Hornets, • Ryan Bowen, placed on IL
2008-11-12, Hornets, • Melvin Ely, activated from IL
2008-11-12, Jazz, • Morris Almond, placed on IL
2008-11-12, Jazz, • Matt Harpring, activated from IL
2008-11-12, Pacers, • Troy Murphy, placed on IL with flu
2008-11-12, Pacers, • Radoslav Nesterovic / Rasho Nesterovic, activated from IL
2008-11-12, Thunder, • Kevin Durant, placed on IL with sore left ankle
2008-11-12, Thunder, • Steven Hill, activated from IL
2008-11-12, Wizards, • Dominic McGuire, placed on IL
2008-11-12, Wizards, • Antonio Daniels, activated from IL
2008-11-13, Bulls, • Demetris Nichols, placed on IL
2008-11-13, Bulls, • Larry Hughes, placed on IL
2008-11-13, Mavericks, • Shawne Williams, placed on IL
2008-11-13, Mavericks, • Josh Howard, activated from IL
2008-11-13, Warriors, • Rob Kurz, placed on IL
2008-11-13, Warriors, • Corey Maggette, activated from IL
2008-11-14, Bobcats, • Jason Richardson, placed on IL recovering from arthroscopic surgery on right knee
2008-11-14, Bobcats, • Ryan Hollins, activated from IL
2008-11-14, Bucks, • Charlie Villanueva, placed on IL with strained left hamstring
2008-11-14, Bucks, • Austin Croshere, activated from IL
2008-11-14, Celtics, • Bill Walker, placed on IL
2008-11-14, Celtics, • Patrick O'Bryant, activated from IL
2008-11-14, Jazz, • Andrei Kirilenko, placed on IL with strained right index finger
2008-11-14, Jazz, • Deron Williams, placed on IL with sore left ankle
2008-11-14, Jazz, • Morris Almond, activated from IL
2008-11-14, Nets, • Josh Boone, placed on IL with bruised right ankle
2008-11-14, Nets, • Devin Harris, activated from IL
2008-11-14, Pacers, • Josh McRoberts, placed on IL
2008-11-14, Pacers, • Troy Murphy, activated from IL
2008-11-14, Pistons, • Walter Sharpe, placed on IL
2008-11-14, Pistons, • Rodney Stuckey, activated from IL
2008-11-14, Thunder, • Steven Hill, placed on IL
2008-11-14, Thunder, • Kevin Durant, activated from IL
2008-11-15, 76ers, • Theo Ratliff, placed on IL (P)
2008-11-15, 76ers, • Donyell Marshall, activated from IL (P)
2008-11-15, Clippers, • Paul Davis, placed on IL
2008-11-15, Clippers, • DeAndre Jordan, activated from IL
2008-11-15, Hawks, • Zaur Pachulia / Zaza Pachulia, placed on IL with sore left shoulder
2008-11-15, Hawks, • Thomas Gardner, activated from IL
2008-11-15, Jazz, • Jarron Collins, activated from IL
